CELL_LINE_NAME,Compound1_name,Compound2_name,combo_MaxE,HSA_matrix,label
HCC1143,AZD5153,AZD2811,0.431244055,-4.12e-05,0
HCC1143,AZD5153,AZD4320,0.453573599,0.085050472,0
HCC1143,AZD5153,AZD5991,0.565065714,0.069194884,0
HCC1143,AZD5153,AZD6738,0.823995064,0.056401807,0
HCC1143,AZD5153,Selumetinib,0.513015313,0.100513984,1
HCC1143,AZD5153,Venetoclax,0.356864109,-0.007439834,0
HCC1143,AZD5991,AZD0156,0.36401924,-0.014176587,0
HCC1143,AZD5991,AZD1775,0.797405346,0.104663752,1
HCC1143,AZD5991,AZD2811,0.37152647,0.069823968,0
HCC1143,AZD5991,AZD6738,0.827356064,0.03764809,0
HCC1143,AZD5991,AZD7648,0.266894458,0.023571264,0
HCC1143,AZD5991,AZD8186,0.341653952,0.064219869,0
HCC1143,AZD5991,Capivasertib,0.2519582,0.023222053,0
HCC1143,AZD5991,Selumetinib,0.382709114,0.08078422,0
HCC1143,AZD5991,Venetoclax,0.2519582,0.020254528,0
HCC1143,AZD6738,Olaparib,0.70070837,-0.013394819,0
HCC1143,AZD7648,AZD0156,0.242020169,0.014786704,0
HCC1143,AZD7648,AZD1775,0.602675674,0.005020739,0
HCC1143,AZD7648,AZD2811,0.403253872,0.015397907,0
HCC1143,AZD7648,AZD6738,0.853029742,-0.012515444,0
HCC1143,AZD7648,Olaparib,0.1477818,-0.03177648,0
HCC1143,Capivasertib,AZD1390,0.173993934,-0.046577471,0
HCC1143,Capivasertib,AZD2811,0.287099575,0.028443427,0
HCC1143,Capivasertib,AZD5153,0.324827765,0.016169564,0
HCC1143,Capivasertib,AZD6738,0.724604508,-0.079157572,0
HCC1143,Capivasertib,Palbociclib,0.498314296,0.054372689,0
HCC1143,Capivasertib,Selumetinib,0.317329485,0.027678976,0
HCC1143,Dasatinib,Trametinib,0.656725337,0.087884803,0
HCC1143,Doxorubicin,AZD7648,0.517818167,0.032065537,0
HCC1143,Gefitinib,AZD1390,0.25284111,-0.034654796,0
HCC1143,Lapatinib,Crizotinib,0.875438339,0.03203386,0
HCC1143,Lapatinib,MK-2206,0.89051383,0.029261078,0
HCC1143,Palbociclib,AZD4320,0.332404975,-0.00135742,0
HCC1143,Palbociclib,AZD5991,0.287415292,0.017475039,0
HCC1143,Palbociclib,Selumetinib,0.294676785,0.048653869,0
HCC1143,Palbociclib,Venetoclax,0.128767463,-0.012389182,0
HCC1143,Prexasertib,AZD0156,0.912443318,-0.029978454,0
HCC1143,Prexasertib,AZD1775,0.925143081,0.076380083,0
HCC1143,Prexasertib,AZD6738,0.937887248,0.024926001,0
HCC1143,Prexasertib,AZD7648,0.88273653,-0.021987173,0
HCC1143,Prexasertib,Olaparib,0.735445923,-0.165757922,0
HCC1143,Prexasertib,SN-38,0.928438228,0.104197454,1
HCC1143,SG3199,Olaparib,0.225057549,-0.013666132,0
HCC1143,SN-38,AZD0156,0.66208925,0.065136598,0
HCC1143,Savolitinib,AZD4320,0.267701539,0.01868183,0
HCC1143,Savolitinib,AZD5991,0.401523198,0.031308114,0
HCC1143,Savolitinib,Venetoclax,0.28995328,-0.018659863,0
HCC1143,Selumetinib,AZD1390,0.297422396,0.040851304,0
HCC1143,Selumetinib,AZD1775,0.527875741,0.030713544,0
HCC1143,Selumetinib,AZD2811,0.40891451,0.074166061,0
HCC1143,Selumetinib,AZD6738,0.765798203,0.002793447,0
HCC1143,Trametinib,Taselisib,0.763221717,0.117102159,1
HCC1143,Venetoclax,AZD0156,0.23147572,0.009293926,0
HCC1143,Venetoclax,AZD1775,0.547620561,-0.00309314,0
HCC1143,Venetoclax,AZD2811,0.317656022,0.018839091,0
HCC1143,Venetoclax,AZD6738,0.820675251,-0.026468862,0
HCC1143,Venetoclax,AZD7648,0.252983195,0.05674911,0
HCC1143,Venetoclax,AZD8186,0.245839104,-0.00295382,0
HCC1143,Venetoclax,Alisertib,0.468584351,0.038650264,0
HCC1143,Venetoclax,Capivasertib,0.238619812,0.010658698,0
HCC1143,Venetoclax,Selumetinib,0.274565871,0.003534077,0
HCC1187,AZD0156,AZD1775,0.298941221,-0.004868993,0
HCC1187,AZD0156,AZD2811,0.844365012,-0.054174817,0
HCC1187,AZD0156,AZD6738,0.472248157,0.025273205,0
HCC1187,AZD0156,Olaparib,0.196462442,0.088736069,0
HCC1187,AZD1775,AZD6738,0.683469528,0.077463661,0
HCC1187,AZD1775,Capivasertib,0.936145308,0.054953933,0
HCC1187,AZD1775,Olaparib,0.423509124,0.068530363,0
HCC1187,AZD2811,AZD1775,0.838697682,-0.000735217,0
HCC1187,AZD2811,AZD6738,0.845895191,-0.058478018,0
HCC1187,AZD2811,Olaparib,0.824245992,-0.049700295,0
HCC1187,AZD4320,AZD0156,0.154468839,0.01116655,0
HCC1187,AZD4320,AZD1775,0.549127664,0.002589236,0
HCC1187,AZD4320,AZD2811,0.914350731,0.003840321,0
HCC1187,AZD4320,AZD6738,0.536518616,-0.003666889,0
HCC1187,AZD4320,AZD7648,0.113698118,-0.019959239,0
HCC1187,AZD4320,AZD8186,0.350200673,0.071689292,0
HCC1187,AZD4320,Capivasertib,0.146077451,-0.0223982,0
HCC1187,AZD4320,Selumetinib,0.377118385,0.033909015,0
HCC1187,AZD5153,AZD1775,0.792408413,0.01806947,0
HCC1187,AZD5153,AZD2811,0.911576711,-0.070300755,0
HCC1187,AZD5153,AZD4320,0.366004651,0.023742068,0
HCC1187,AZD5153,AZD5991,1.0,0.04580577,0
HCC1187,AZD5153,AZD6738,0.696226435,0.045267903,0
HCC1187,AZD5153,Selumetinib,0.383251904,0.007512322,0
HCC1187,AZD5153,Venetoclax,0.239655006,-0.037522158,0
HCC1187,AZD5991,AZD0156,0.988335532,-0.018044353,0
HCC1187,AZD5991,AZD1775,0.998308542,0.005763266,0
HCC1187,AZD5991,AZD2811,1.0,0.023863708,0
HCC1187,AZD5991,AZD6738,1.0,0.105490258,1
HCC1187,AZD5991,AZD7648,1.0,-0.015399676,0
HCC1187,AZD5991,AZD8186,0.992728928,-0.00265052,0
HCC1187,AZD5991,Capivasertib,1.0,0.006595953,0
HCC1187,AZD5991,Selumetinib,0.985743428,-0.002680221,0
HCC1187,AZD5991,Venetoclax,0.997078391,0.011765363,0
HCC1187,AZD6738,Olaparib,0.53181179,0.072605948,0
HCC1187,AZD7648,AZD0156,0.104304509,-0.005328196,0
HCC1187,AZD7648,AZD1775,0.303949716,0.034641949,0
HCC1187,AZD7648,AZD2811,0.824093934,-0.037869948,0
HCC1187,AZD7648,AZD6738,0.277667587,0.00558524,0
HCC1187,AZD7648,Olaparib,0.293557258,-0.003859601,0
HCC1187,Capivasertib,AZD1390,0.296547064,-0.032229076,0
HCC1187,Capivasertib,AZD2811,0.833394016,-0.028768028,0
HCC1187,Capivasertib,AZD5153,0.308855346,0.054573521,0
HCC1187,Capivasertib,AZD6738,0.5096476,0.00227411,0
HCC1187,Capivasertib,Palbociclib,0.2569204,0.03916691,0
HCC1187,Capivasertib,Selumetinib,0.296547064,0.062745472,0
HCC1187,Dasatinib,Trametinib,0.136710941,-0.029582864,0
HCC1187,Doxorubicin,AZD7648,0.724298822,0.118437841,1
HCC1187,Gefitinib,AZD1390,0.107566292,-0.032014861,0
HCC1187,Lapatinib,Crizotinib,0.714556909,0.000291351,0
HCC1187,Palbociclib,AZD4320,0.239165596,-0.030811367,0
HCC1187,Palbociclib,AZD5991,1.0,0.021118248,0
HCC1187,Palbociclib,Selumetinib,0.128862803,-0.008392323,0
HCC1187,Palbociclib,Venetoclax,0.19816658,-0.002202683,0
HCC1187,Prexasertib,AZD0156,0.645452436,0.005340575,0
HCC1187,Prexasertib,AZD1775,0.818870498,0.125122649,1
HCC1187,Prexasertib,AZD6738,0.613946872,0.093432463,0
HCC1187,Prexasertib,AZD7648,0.613946872,0.03688823,0
HCC1187,Prexasertib,Olaparib,0.613946872,-0.007878913,0
HCC1187,Prexasertib,SN-38,0.8657656085000001,0.180691749,1
HCC1187,SG3199,Olaparib,0.204154604,-7.82e-05,0
HCC1187,SN-38,AZD0156,0.335510264,-0.028829289,0
HCC1187,SN-38,Olaparib,0.466865923,0.051859975,0
HCC1187,Savolitinib,AZD4320,0.205190549,0.000760624,0
HCC1187,Savolitinib,AZD5991,1.0,0.012599209,0
HCC1187,Savolitinib,Venetoclax,0.05873914,-0.040874936,0
HCC1187,Selumetinib,AZD1390,0.179229527,0.012598274,0
HCC1187,Selumetinib,AZD1775,0.681743551,-0.000985744,0
HCC1187,Selumetinib,AZD2811,0.940272052,-0.019921775,0
HCC1187,Selumetinib,AZD6738,0.635921147,-0.04392341,0
HCC1187,Trametinib,Taselisib,0.456435292,0.053810668,0
HCC1187,Venetoclax,AZD0156,0.173081201,0.002445242,0
HCC1187,Venetoclax,AZD1775,0.441702362,-0.042372485,0
HCC1187,Venetoclax,AZD2811,0.885867776,0.003814584,0
HCC1187,Venetoclax,AZD6738,0.500726742,0.00740151,0
HCC1187,Venetoclax,AZD7648,0.142086451,0.000193293,0
HCC1187,Venetoclax,AZD8186,0.137685104,-0.00246766,0
HCC1187,Venetoclax,Alisertib,0.74419073,-0.092202681,0
HCC1187,Venetoclax,Capivasertib,0.183412784,-0.015944116,0
HCC1187,Venetoclax,Selumetinib,0.12878975,-0.010773007,0
HCC1395,AZD0156,AZD1775,0.681609831,-0.036632754,0
HCC1395,AZD0156,AZD2811,0.192998761,-0.067349422,0
HCC1395,AZD0156,AZD6738,0.799985876,0.000492968,0
HCC1395,AZD0156,Olaparib,0.31507793650000004,0.078492127,0
HCC1395,AZD1775,AZD6738,0.896282619,0.112538194,1
HCC1395,AZD1775,Capivasertib,0.7775495105000001,0.0778072465,0
HCC1395,AZD1775,Gemcitabine,0.515032034,0.06066791,0
HCC1395,AZD1775,Olaparib,0.71856361,-0.001620695,0
HCC1395,AZD1775,SN-38,0.732790208,0.058084592,0
HCC1395,AZD2811,AZD1775,0.681609831,-0.070429372,0
HCC1395,AZD2811,AZD6738,0.78518887,-0.020263051,0
HCC1395,AZD2811,Olaparib,0.327488823,-0.011723954,0
HCC1395,AZD4320,AZD0156,0.201857961,-0.016383765,0
HCC1395,AZD4320,AZD1775,0.689679649,-0.019358534,0
HCC1395,AZD4320,AZD2811,0.308596378,0.02070074,0
HCC1395,AZD4320,AZD6738,0.819313377,0.018697922,0
HCC1395,AZD4320,AZD7648,0.262486658,-0.02114317,0
HCC1395,AZD4320,AZD8186,0.475613062,0.075507273,0
HCC1395,AZD4320,Capivasertib,0.407676433,-0.029338653,0
HCC1395,AZD4320,Gemcitabine,0.211539033,-0.024147854,0
HCC1395,AZD4320,Lapatinib,0.960020192,0.010776688,0
HCC1395,AZD4320,Paclitaxel,0.838285585,0.206788296,1
HCC1395,AZD4320,Selumetinib,0.281234887,0.026240417,0
HCC1395,AZD5153,AZD1775,0.524376446,-0.035125996,0
HCC1395,AZD5153,AZD2811,0.398089892,0.028632871,0
HCC1395,AZD5153,AZD5991,0.816727036,0.040325215,0
HCC1395,AZD5153,AZD6738,0.670551741,0.02140876,0
HCC1395,AZD5153,Selumetinib,0.305043962,-0.006524968,0
HCC1395,AZD5153,Venetoclax,0.411372233,0.005384201,0
HCC1395,AZD5991,AZD0156,0.537230386,-0.006555858,0
HCC1395,AZD5991,AZD1775,0.880261172,0.046355644,0
HCC1395,AZD5991,AZD2811,0.71257496,0.067498478,0
HCC1395,AZD5991,AZD6738,0.918393432,0.069175349,0
HCC1395,AZD5991,AZD7648,0.544888748,-0.023557339,0
HCC1395,AZD5991,AZD8186,0.735470271,0.090500897,0
HCC1395,AZD5991,Capivasertib,0.91073507,0.030957104,0
HCC1395,AZD5991,Gemcitabine,0.660807845,-0.003448097,0
HCC1395,AZD5991,Lapatinib,0.93994786,0.031321866,0
HCC1395,AZD5991,Paclitaxel,0.933325047,0.100930485,1
HCC1395,AZD5991,Selumetinib,0.560125697,0.036334354,0
HCC1395,AZD5991,Venetoclax,0.735470271,0.002542252,0
HCC1395,AZD6738,Carboplatin,0.585779613,-0.038272493,0
HCC1395,AZD6738,Gemcitabine,0.692509773,0.063339619,0
HCC1395,AZD6738,Olaparib,0.851814131,0.081149215,0
HCC1395,AZD7648,AZD0156,0.3655976575,-0.00039269849999999966,0
HCC1395,AZD7648,AZD1775,0.594117671,0.021771786,0
HCC1395,AZD7648,AZD2811,0.362659093,0.021668453499999997,0
HCC1395,AZD7648,AZD6738,0.748433096,0.0640694285,0
HCC1395,AZD7648,Etoposide,0.432054927,0.01588158,0
HCC1395,AZD7648,Olaparib,0.400311782,-0.057798813,0
HCC1395,AZD8186,AZD5363,0.413691979,0.036710156,0
HCC1395,AZD8186,Palbociclib,0.381990051,0.080242901,0
HCC1395,Capivasertib,AZD1390,0.383273016,0.03684874,0
HCC1395,Capivasertib,AZD2811,0.4553389,0.028220185,0
HCC1395,Capivasertib,AZD5153,0.395336355,0.002051632,0
HCC1395,Capivasertib,AZD6738,0.58143849,-0.014040147,0
HCC1395,Capivasertib,Palbociclib,0.395336355,0.027033152,0
HCC1395,Capivasertib,Selumetinib,0.425306213,0.049135733,0
HCC1395,Crizotinib,Dasatinib,0.879800804,0.105116515,1
HCC1395,Crizotinib,Selumetinib,0.490593399,-0.051149731,0
HCC1395,Dasatinib,Trametinib,0.527404785,0.022014902,0
HCC1395,Doxorubicin,AZD7648,0.4005939235,0.0087212115,0
HCC1395,Gefitinib,AZD1390,0.19210929,-0.008753708,0
HCC1395,Lapatinib,Crizotinib,0.905640724,-0.018996697,0
HCC1395,Lapatinib,MK-2206,0.969161743,0.025923566,0
HCC1395,Lapatinib,Selumetinib,0.846440169,-0.015353227,0
HCC1395,Olaparib,AZD4320,0.407325065,-0.008182817,0
HCC1395,Olaparib,AZD5153,0.426359486,-0.022760692,0
HCC1395,Olaparib,AZD5991,0.61643841,0.023344663,0
HCC1395,Olaparib,Venetoclax,0.242514832,-0.022729412,0
HCC1395,Palbociclib,AZD5991,0.419337373,-0.024060958,0
HCC1395,Palbociclib,Selumetinib,0.065102452,-0.039929409,0
HCC1395,Palbociclib,Venetoclax,0.071071291,-0.035868937,0
HCC1395,Prexasertib,AZD0156,0.856801947,-0.0185654775,0
HCC1395,Prexasertib,AZD1775,0.90270991,0.1049147025,1
HCC1395,Prexasertib,AZD6738,0.8597030335,0.0477928155,0
HCC1395,Prexasertib,AZD7648,0.8553571815000001,-0.0169333095,0
HCC1395,Prexasertib,Olaparib,0.879668919,-0.0146413525,0
HCC1395,Prexasertib,SN-38,0.898445824,0.015768815333333335,0
HCC1395,SG3199,Olaparib,0.180955135,-0.029218723999999998,0
HCC1395,SN-38,AZD0156,0.512396883,0.0260857395,0
HCC1395,SN-38,Olaparib,0.517978352,0.06032116999999999,0
HCC1395,SRA737,5-Fluorouracil,0.652640759,-0.040284455,0
HCC1395,SRA737,AZD1775,0.75286254,0.131132284,1
HCC1395,SRA737,Gemcitabine,0.724742277,0.066669424,0
HCC1395,SRA737,SN-38,0.766220781,0.075987412,0
HCC1395,Savolitinib,AZD5991,0.477853481,-0.050083066,0
HCC1395,Savolitinib,Venetoclax,0.246907641,0.002033469,0
HCC1395,Selumetinib,AZD1390,0.19210929,-0.019547584,0
HCC1395,Selumetinib,AZD1775,0.424654574,-0.010769929,0
HCC1395,Selumetinib,AZD2811,0.212276196,0.004133726,0
HCC1395,Selumetinib,AZD6738,0.570899411,0.004474322,0
HCC1395,Taselisib,SCH772984,0.605851944,0.056837851,0
HCC1395,Trametinib,Taselisib,0.654450746,0.081060033,0
HCC1395,Venetoclax,AZD0156,0.685531727,-0.011284622,0
HCC1395,Venetoclax,AZD1775,0.809937014,0.075044205,0
HCC1395,Venetoclax,AZD2811,0.638910256,0.010739195,0
HCC1395,Venetoclax,AZD6738,0.771045106,-0.013743999,0
HCC1395,Venetoclax,AZD7648,0.654450746,-0.018456288,0
HCC1395,Venetoclax,AZD8186,0.701072217,0.047426342,0
HCC1395,Venetoclax,Alisertib,0.687484459,0.018585919,0
HCC1395,Venetoclax,Capivasertib,0.66218031,-0.033648086,0
HCC1395,Venetoclax,Lapatinib,0.826367838,-0.028294212,0
HCC1395,Venetoclax,Selumetinib,0.69326129,-0.004508127,0
HCC1419,AZD0156,AZD1775,0.103617768,-0.029852428,0
HCC1419,AZD0156,AZD2811,0.118242001,-0.031391561,0
HCC1419,AZD0156,AZD6738,0.159177616,-0.016152364,0
HCC1419,AZD0156,Olaparib,0.186718002,-0.025964225,0
HCC1419,AZD1775,AZD6738,0.220581039,0.010248229,0
HCC1419,AZD1775,Capivasertib,0.282231999,0.023093499,0
HCC1419,AZD1775,Olaparib,0.118242001,-0.031388706,0
HCC1419,AZD2811,AZD1775,0.086056451,-0.039431243,0
HCC1419,AZD2811,AZD6738,0.091900025,-0.061079487,0
HCC1419,AZD2811,Olaparib,0.115304917,-0.040071123,0
HCC1419,AZD4320,AZD0156,0.245247984,-0.03910846,0
HCC1419,AZD4320,AZD1775,0.004066854,-0.051047873,0
HCC1419,AZD4320,AZD2811,0.075539469,-0.047762797,0
HCC1419,AZD4320,AZD6738,0.367349631,-0.017222533,0
HCC1419,AZD4320,AZD7648,0.278024441,-0.107102969,0
HCC1419,AZD4320,AZD8186,0.34200053900000005,0.0547091595,0
HCC1419,AZD4320,Capivasertib,0.879435028,0.071616148,0
HCC1419,AZD4320,Selumetinib,0.3355139605,0.0038438015,0
HCC1419,AZD5153,AZD1775,0.346209835,-0.02870028,0
HCC1419,AZD5153,AZD2811,0.355268635,0.000512097,0
HCC1419,AZD5153,AZD4320,0.276590106,-0.019592929,0
HCC1419,AZD5153,AZD5991,0.56716854,0.017633167,0
HCC1419,AZD5153,AZD6738,0.29473938,-0.028771461,0
HCC1419,AZD5153,Selumetinib,0.355268635,0.045471872,0
HCC1419,AZD5153,Venetoclax,0.388589816,-0.007275774,0
HCC1419,AZD5991,AZD0156,0.385202207,0.045649822,0
HCC1419,AZD5991,AZD1775,0.19760996,-0.068289766,0
HCC1419,AZD5991,AZD2811,0.307778733,-0.020770282,0
HCC1419,AZD5991,AZD6738,0.275033433,0.012920532,0
HCC1419,AZD5991,AZD7648,0.501321839,0.035107067,0
HCC1419,AZD5991,AZD8186,0.343515041,0.020770505,0
HCC1419,AZD5991,Capivasertib,0.554910722,0.041142071,0
HCC1419,AZD5991,Selumetinib,0.283975299,0.059707788,0
HCC1419,AZD5991,Venetoclax,0.274784183,0.040234252,0
HCC1419,AZD6738,Olaparib,0.191332573,-0.005880995,0
HCC1419,AZD7648,AZD0156,0.357707627,-0.03062381,0
HCC1419,AZD7648,AZD1775,0.341067918,0.009868642,0
HCC1419,AZD7648,AZD2811,0.28554414,-0.003517387,0
HCC1419,AZD7648,AZD6738,0.327186973,0.003558605,0
HCC1419,AZD7648,Olaparib,0.173771255,-0.050882993,0
HCC1419,Doxorubicin,AZD7648,0.535314021,-0.074841899,0
HCC1419,Gefitinib,AZD1390,0.424888365,0.008068226,0
HCC1419,Prexasertib,AZD0156,0.257782251,-0.014069665,0
HCC1419,Prexasertib,AZD1775,0.26890443,0.006138911,0
HCC1419,Prexasertib,AZD6738,0.449298629,-0.028999632,0
HCC1419,Prexasertib,AZD7648,0.288331945,-0.001766159,0
HCC1419,Prexasertib,Olaparib,0.266116626,-0.006545863,0
HCC1419,Prexasertib,SN-38,0.401878854,0.0210785495,0
HCC1419,SG3199,Olaparib,0.074600248,-0.100652915,0
HCC1419,SN-38,AZD0156,0.443752059,-0.050366284,0
HCC1419,Savolitinib,AZD4320,0.325019845,-0.028857929,0
HCC1419,Savolitinib,AZD5991,0.255400115,0.065178206,0
HCC1419,Savolitinib,Venetoclax,0.267499632,0.015633686,0
HCC1419,Selumetinib,AZD1390,0.152459205,-0.019721365,0
HCC1419,Selumetinib,AZD1775,0.043468537,-0.049023902,0
HCC1419,Selumetinib,AZD2811,0.11311994,-0.026335286,0
HCC1419,Selumetinib,AZD6738,0.173649195,-0.034730107,0
HCC1419,Trametinib,Taselisib,0.649044651,0.05661348,0
HCC1419,Venetoclax,AZD0156,0.289080864,0.004614316,0
HCC1419,Venetoclax,AZD1775,0.2540839705,-0.0036600350000000003,0
HCC1419,Venetoclax,AZD2811,0.21188053,-0.022490604499999997,0
HCC1419,Venetoclax,AZD6738,0.343273246,-0.014935538,0
HCC1419,Venetoclax,AZD7648,0.383078509,0.015001869000000001,0
HCC1419,Venetoclax,AZD8186,0.1810904035,-0.0123274115,0
HCC1419,Venetoclax,Alisertib,0.150194465,-0.037267092,0
HCC1419,Venetoclax,Capivasertib,0.5298654625,-0.007645898999999999,0
HCC1419,Venetoclax,Selumetinib,0.201146154,-0.0206203225,0
HCC1428,AZD0156,AZD1775,0.125309641,-0.08903216,0
HCC1428,AZD0156,AZD2811,0.161011289,-0.038518328,0
HCC1428,AZD0156,AZD6738,0.132449971,-0.037084972,0
HCC1428,AZD0156,Olaparib,0.227770054,0.033034363,0
HCC1428,AZD1775,AZD6738,0.489690747,0.035640265,0
HCC1428,AZD1775,Capivasertib,0.524079071,0.035568097,0
HCC1428,AZD1775,Olaparib,0.375370708,0.008847652,0
HCC1428,AZD2811,AZD1775,0.157459816,-0.026433798,0
HCC1428,AZD2811,AZD6738,0.171740475,-0.014649808,0
HCC1428,AZD2811,Olaparib,0.218171308,0.015498978,0
HCC1428,AZD4320,AZD0156,0.541042986,0.038344779,0
HCC1428,AZD4320,AZD1775,0.504995246,0.049305756,0
HCC1428,AZD4320,AZD2811,0.754105366,0.182525155,1
HCC1428,AZD4320,AZD6738,0.708213952,0.041145693,0
HCC1428,AZD4320,AZD7648,0.583676041,0.035356214,0
HCC1428,AZD4320,AZD8186,0.52545067,0.026701428,0
HCC1428,AZD4320,Capivasertib,0.446001799,-0.001055891,0
HCC1428,AZD4320,Selumetinib,0.55936334,0.00900877,0
HCC1428,AZD5153,AZD1775,0.717942428,0.028220969,0
HCC1428,AZD5153,AZD2811,0.700723797,0.037918544,0
HCC1428,AZD5153,AZD4320,0.914566919,0.070523001,0
HCC1428,AZD5153,AZD5991,0.983549736,0.021659205,0
HCC1428,AZD5153,AZD6738,0.731767869,0.050755927,0
HCC1428,AZD5153,Selumetinib,0.728302484,0.037738165,0
HCC1428,AZD5153,Venetoclax,0.621380923,-0.040548093,0
HCC1428,AZD5991,AZD0156,0.960582431,-0.001325498,0
HCC1428,AZD5991,AZD1775,0.970391806,-0.005726463,0
HCC1428,AZD5991,AZD2811,0.973684464,0.077746213,0
HCC1428,AZD5991,AZD6738,0.973684464,0.011949026,0
HCC1428,AZD5991,AZD7648,0.976942823,0.015136989,0
HCC1428,AZD5991,AZD8186,0.96384079,0.003828084,0
HCC1428,AZD5991,Capivasertib,0.976942823,0.021462196,0
HCC1428,AZD5991,Selumetinib,0.976942823,-0.004095066,0
HCC1428,AZD5991,Venetoclax,0.986786497,0.032797855,0
HCC1428,AZD6738,Olaparib,0.261050669,0.013544238,0
HCC1428,AZD7648,AZD0156,0.237809906,0.016608169,0
HCC1428,AZD7648,AZD1775,0.237809906,0.044329311,0
HCC1428,AZD7648,AZD2811,0.326382506,0.07037546,0
HCC1428,AZD7648,AZD6738,0.200727614,0.007364623,0
HCC1428,AZD7648,Olaparib,0.14673063,-0.038406348,0
HCC1428,Capivasertib,AZD1390,0.186478389,-0.04091128,0
HCC1428,Capivasertib,AZD2811,0.464548548,0.038284539,0
HCC1428,Capivasertib,AZD5153,0.570806987,-0.044894098,0
HCC1428,Capivasertib,AZD6738,0.317715734,0.021641296,0
HCC1428,Capivasertib,Palbociclib,0.180233662,-0.006450456,0
HCC1428,Capivasertib,Selumetinib,0.170850224,0.029005405,0
HCC1428,Dasatinib,Trametinib,0.205212569,-0.021375048,0
HCC1428,Doxorubicin,AZD7648,0.16766257,-0.030675018,0
HCC1428,Gefitinib,AZD1390,0.100454169,-0.029973268,0
HCC1428,Lapatinib,Crizotinib,0.47082597,-0.020328663,0
HCC1428,Lapatinib,MK-2206,0.308332296,0.013545488,0
HCC1428,Palbociclib,AZD4320,0.448953079,-0.055544635,0
HCC1428,Palbociclib,AZD5991,0.951931485,-0.01641162,0
HCC1428,Palbociclib,Selumetinib,0.164605498,-0.012603332,0
HCC1428,Palbociclib,Venetoclax,0.042718895,-0.029097384,0
HCC1428,Prexasertib,AZD0156,0.407615902,-0.03226367,0
HCC1428,Prexasertib,AZD1775,0.688127991,0.182999266,1
HCC1428,Prexasertib,AZD6738,0.37806595,0.013381664,0
HCC1428,Prexasertib,AZD7648,0.344846397,-0.046340405,0
HCC1428,Prexasertib,Olaparib,0.621688884,0.076759946,0
HCC1428,Prexasertib,SN-38,0.796645606,0.08552645,0
HCC1428,SG3199,Olaparib,0.04583179,-0.049459813,0
HCC1428,SN-38,AZD0156,0.123356956,-0.037626178,0
HCC1428,Savolitinib,AZD4320,0.47648452,-0.002752625,0
HCC1428,Savolitinib,AZD5991,0.97059064,0.011230088,0
HCC1428,Savolitinib,Venetoclax,0.124603569,-0.011121957,0
HCC1428,Selumetinib,AZD1390,0.169328692,-0.02199196,0
HCC1428,Selumetinib,AZD1775,0.210877212,-0.02556825,0
HCC1428,Selumetinib,AZD2811,0.297114758,0.041270733,0
HCC1428,Selumetinib,AZD6738,0.186727812,-0.039958144,0
HCC1428,Trametinib,Taselisib,0.277987509,0.017981805,0
HCC1428,Venetoclax,AZD0156,0.161315155,0.020371794,0
HCC1428,Venetoclax,AZD1775,0.220343065,-0.029797805,0
HCC1428,Venetoclax,AZD2811,0.450885366,0.129255171,0
HCC1428,Venetoclax,AZD6738,0.396646378,-0.003140381,0
HCC1428,Venetoclax,AZD7648,0.139002321,0.001601124,0
HCC1428,Venetoclax,AZD8186,0.1471967,-0.01049162,0
HCC1428,Venetoclax,Alisertib,0.339001935,0.065045367,0
HCC1428,Venetoclax,Capivasertib,0.11864053,-0.029000933,0
HCC1428,Venetoclax,Selumetinib,0.132191408,-0.020491608,0
HCC15,AZD0156,AZD1775,0.298830292,-0.020381244,0
HCC15,AZD0156,AZD2811,0.665167734,-0.044666719,0
HCC15,AZD0156,AZD6738,0.145727217,0.001589808,0
HCC15,AZD0156,Olaparib,0.371501644,0.158744152,0
HCC15,AZD1775,AZD6738,0.503883141,0.015469929,0
HCC15,AZD1775,Capivasertib,0.877965697,0.005173359,0
HCC15,AZD1775,Olaparib,0.30978666,0.008584663,0
HCC15,AZD2811,AZD1775,0.722581387,0.003919194,0
HCC15,AZD2811,AZD6738,0.82373469,-0.013330001,0
HCC15,AZD2811,Olaparib,0.755393276,-0.005643188,0
HCC15,AZD4320,AZD0156,0.936147721,0.004960975,0
HCC15,AZD4320,AZD1775,0.946116898,0.047260001,0
HCC15,AZD4320,AZD2811,0.966124966,0.039284848,0
HCC15,AZD4320,AZD6738,0.939459161,-0.001215027,0
HCC15,AZD4320,AZD7648,0.936147721,-0.005879299,0
HCC15,AZD4320,AZD8186,0.959567012,0.089174583,0
HCC15,AZD4320,Capivasertib,0.92279739,0.003764486,0
HCC15,AZD4320,Selumetinib,1.0,0.12909624,1
HCC15,AZD5153,AZD1775,0.674369542,0.021920227,0
HCC15,AZD5153,AZD2811,0.740416951,0.001949574,0
HCC15,AZD5153,AZD4320,0.993585886,0.047868011,0
HCC15,AZD5153,AZD5991,0.53490199,0.012839028,0
HCC15,AZD5153,AZD6738,0.512898987,0.089314669,0
HCC15,AZD5153,Selumetinib,0.692686178,0.114024741,1
HCC15,AZD5153,Venetoclax,0.329425428,-0.005434491,0
HCC15,AZD5991,AZD0156,0.303244423,0.037550468,0
HCC15,AZD5991,AZD1775,0.549754977,0.039023653,0
HCC15,AZD5991,AZD2811,0.782915199,0.014354103,0
HCC15,AZD5991,AZD6738,0.296586686,0.068907702,0
